"FinanceKey","Date","ScenarioKey","AccountKey","Amount"
"40","01/07/2017 00:00:00","1","63","20736,84"
"41","01/07/2017 00:00:00","1","65","6960,84"
"42","01/07/2017 00:00:00","1","66","6325,08"
"43","01/07/2017 00:00:00","1","67","3239,75"
"44","01/07/2017 00:00:00","1","68","2404,98"
"45","01/07/2017 00:00:00","1","69","699,61"
"46","01/07/2017 00:00:00","1","71","854,19"
"47","01/07/2017 00:00:00","1","72","1366,79"
"48","01/07/2017 00:00:00","1","73","4534,04"
"49","01/07/2017 00:00:00","1","74","3278,62"
"50","01/07/2017 00:00:00","1","76","9871,66"
"51","01/07/2017 00:00:00","1","77","9763,37"
"52","01/07/2017 00:00:00","1","78","2889,81"
"53","01/07/2017 00:00:00","1","80","11000,02"
"54","01/07/2017 00:00:00","1","81","6809,58"
"55","01/07/2017 00:00:00","1","82","676,77"
"56","01/07/2017 00:00:00","1","83","2360,07"
"57","01/07/2017 00:00:00","1","84","2014,79"
"58","01/07/2017 00:00:00","1","85","1886,49"
"59","01/07/2017 00:00:00","1","87","9796,11"
"60","01/07/2017 00:00:00","1","89","2433,67"
"61","01/07/2017 00:00:00","1","90","3739,56"
"62","01/07/2017 00:00:00","1","91","-2984,20"
"63","01/07/2017 00:00:00","1","92","4989,36"
"64","01/07/2017 00:00:00","1","94","39649,14"
"65","01/07/2017 00:00:00","1","96","125,00"
"66","01/07/2017 00:00:00","1","97","820,00"
"67","01/07/2017 00:00:00","1","99","219500,00"
"68","01/07/2017 00:00:00","1","100","99611,04"
"69","01/07/2017 00:00:00","1","101","659064,82"
"70","01/07/2017 00:00:00","2","52","20700,00"
"71","01/07/2017 00:00:00","2","53","10750,00"
"72","01/07/2017 00:00:00","2","56","244300,00"
"73","01/07/2017 00:00:00","2","57","24400,00"
"74","01/07/2017 00:00:00","2","60","380900,00"
"75","01/07/2017 00:00:00","2","61","35380,00"
"76","01/07/2017 00:00:00","2","62","28110,00"
"77","01/07/2017 00:00:00","2","63","45000,00"
"78","01/07/2017 00:00:00","2","65","6270,00"
"79","01/07/2017 00:00:00","2","66","5780,00"
"80","01/07/2017 00:00:00","2","67","2930,00"
"81","01/07/2017 00:00:00","2","68","2360,00"
"82","01/07/2017 00:00:00","2","71","1140,00"
"83","01/07/2017 00:00:00","2","72","2540,00"
"84","01/07/2017 00:00:00","2","73","4620,00"
"85","01/07/2017 00:00:00","2","74","2980,00"
"86","01/07/2017 00:00:00","2","76","13650,00"
"87","01/07/2017 00:00:00","2","77","8460,00"
"88","01/07/2017 00:00:00","2","78","2720,00"
"89","01/07/2017 00:00:00","2","80","9750,00"
"90","01/07/2017 00:00:00","2","81","6300,00"
"91","01/07/2017 00:00:00","2","82","660,00"
"92","01/07/2017 00:00:00","2","83","2190,00"
"93","01/07/2017 00:00:00","2","84","1950,00"
"94","01/07/2017 00:00:00","2","85","1760,00"
"95","01/07/2017 00:00:00","2","87","8490,00"
"96","01/07/2017 00:00:00","2","101","744100,00"
"97","01/08/2017 00:00:00","1","4","2709517,87"
"98","01/08/2017 00:00:00","1","6","2178960,04"
"99","01/08/2017 00:00:00","1","7","66589,54"
"100","01/08/2017 00:00:00","1","8","43576,30"
"101","01/08/2017 00:00:00","1","10","444008,00"
"102","01/08/2017 00:00:00","1","11","555521,00"
"103","01/08/2017 00:00:00","1","12","684963,69"
"104","01/08/2017 00:00:00","1","13","325172,75"
"105","01/08/2017 00:00:00","1","14","219501,61"
"106","01/08/2017 00:00:00","1","15","429731,57"
"107","01/08/2017 00:00:00","1","18","62531,21"
"108","01/08/2017 00:00:00","1","19","199257,40"
"109","01/08/2017 00:00:00","1","20","61298,09"
"110","01/08/2017 00:00:00","1","21","352638,50"
"111","01/08/2017 00:00:00","1","22","53635,79"
"112","01/08/2017 00:00:00","1","23","22105,97"
"113","01/08/2017 00:00:00","1","24","114059,49"
"114","01/08/2017 00:00:00","1","28","102469,09"
"115","01/08/2017 00:00:00","1","29","901784,67"
"116","01/08/2017 00:00:00","1","31","310922,21"
"117","01/08/2017 00:00:00","1","32","145625,46"
"118","01/08/2017 00:00:00","1","33","119855,79"
"119","01/08/2017 00:00:00","1","34","148111,45"
"120","01/08/2017 00:00:00","1","35","562525,77"
"121","01/08/2017 00:00:00","1","37","491382,20"
"122","01/08/2017 00:00:00","1","38","152902,07"
"123","01/08/2017 00:00:00","1","39","338296,54"
"124","01/08/2017 00:00:00","1","40","149538,92"
"125","01/08/2017 00:00:00","1","43","4665660,08"
"126","01/08/2017 00:00:00","1","46","335368,07"
"127","01/08/2017 00:00:00","1","52","90134,91"
"128","01/08/2017 00:00:00","1","53","46165,40"
"129","01/08/2017 00:00:00","1","54","2137,69"
"130","01/08/2017 00:00:00","1","56","636480,05"
"131","01/08/2017 00:00:00","1","57","41572,26"
"132","01/08/2017 00:00:00","1","60","424052,99"
"133","01/08/2017 00:00:00","1","61","40205,04"
"134","01/08/2017 00:00:00","1","62","33506,46"
"135","01/08/2017 00:00:00","1","63","74016,07"
"136","01/08/2017 00:00:00","1","65","7384,22"
"137","01/08/2017 00:00:00","1","66","6712,28"
"138","01/08/2017 00:00:00","1","67","3377,54"
"139","01/08/2017 00:00:00","1","68","2546,77"
"140","01/08/2017 00:00:00","1","69","740,34"
"141","01/08/2017 00:00:00","1","71","882,88"
"142","01/08/2017 00:00:00","1","72","3861,13"
"143","01/08/2017 00:00:00","1","73","4683,57"
"144","01/08/2017 00:00:00","1","74","3563,72"
"145","01/08/2017 00:00:00","1","76","20786,99"
"146","01/08/2017 00:00:00","1","77","9722,58"
"147","01/08/2017 00:00:00","1","78","2933,74"
"148","01/08/2017 00:00:00","1","80","11209,62"
"149","01/08/2017 00:00:00","1","81","6935,76"
"150","01/08/2017 00:00:00","1","82","704,37"
"151","01/08/2017 00:00:00","1","83","2456,92"
"152","01/08/2017 00:00:00","1","84","2145,71"
"153","01/08/2017 00:00:00","1","85","1963,77"
"154","01/08/2017 00:00:00","1","87","9558,11"
"155","01/08/2017 00:00:00","1","89","2574,59"
"156","01/08/2017 00:00:00","1","90","3958,20"
"157","01/08/2017 00:00:00","1","91","-3159,20"
"158","01/08/2017 00:00:00","1","92","5276,69"
"159","01/08/2017 00:00:00","1","94","155217,49"
"160","01/08/2017 00:00:00","1","96","121,00"
"161","01/08/2017 00:00:00","1","97","2053,00"
"162","01/08/2017 00:00:00","1","99","219500,00"
"163","01/08/2017 00:00:00","1","100","98626,50"
"164","01/08/2017 00:00:00","1","101","2048008,32"
"165","01/08/2017 00:00:00","2","52","116400,00"
"166","01/08/2017 00:00:00","2","53","52400,00"
"167","01/08/2017 00:00:00","2","54","2300,00"
"168","01/08/2017 00:00:00","2","56","630500,00"
"169","01/08/2017 00:00:00","2","57","44900,00"
"170","01/08/2017 00:00:00","2","60","380900,00"
"171","01/08/2017 00:00:00","2","61","35380,00"
"172","01/08/2017 00:00:00","2","62","28110,00"
"173","01/08/2017 00:00:00","2","63","45000,00"
"174","01/08/2017 00:00:00","2","65","6270,00"
"175","01/08/2017 00:00:00","2","66","5780,00"
"176","01/08/2017 00:00:00","2","67","2930,00"
"177","01/08/2017 00:00:00","2","68","2360,00"
"178","01/08/2017 00:00:00","2","71","1140,00"
"179","01/08/2017 00:00:00","2","72","2540,00"
"180","01/08/2017 00:00:00","2","73","4620,00"
"181","01/08/2017 00:00:00","2","74","2980,00"
"182","01/08/2017 00:00:00","2","76","13650,00"
"183","01/08/2017 00:00:00","2","77","8460,00"
"184","01/08/2017 00:00:00","2","78","2720,00"
"185","01/08/2017 00:00:00","2","80","9750,00"
"186","01/08/2017 00:00:00","2","81","6300,00"
"187","01/08/2017 00:00:00","2","82","660,00"
"188","01/08/2017 00:00:00","2","83","2190,00"
"189","01/08/2017 00:00:00","2","84","1950,00"
"190","01/08/2017 00:00:00","2","85","1760,00"
"191","01/08/2017 00:00:00","2","87","8490,00"
"192","01/08/2017 00:00:00","2","101","2241200,00"
"193","01/09/2017 00:00:00","1","4","2085067,98"
"194","01/09/2017 00:00:00","1","6","2216270,08"
"195","01/09/2017 00:00:00","1","7","70851,74"
"196","01/09/2017 00:00:00","1","8","44324,03"
"197","01/09/2017 00:00:00","1","10","743125,00"
"198","01/09/2017 00:00:00","1","11","462700,00"
"199","01/09/2017 00:00:00","1","12","510943,69"
"200","01/09/2017 00:00:00","1","13","346124,43"
"201","01/09/2017 00:00:00","1","14","217002,13"
"202","01/09/2017 00:00:00","1","15","444817,37"
"203","01/09/2017 00:00:00","1","18","62531,21"
"204","01/09/2017 00:00:00","1","19","199257,40"
"205","01/09/2017 00:00:00","1","20","61897,51"
"206","01/09/2017 00:00:00","1","21","356071,45"
"207","01/09/2017 00:00:00","1","22","53328,52"
"208","01/09/2017 00:00:00","1","23","22144,97"
"209","01/09/2017 00:00:00","1","24","113690,82"
"210","01/09/2017 00:00:00","1","28","97603,07"
"211","01/09/2017 00:00:00","1","29","878031,91"
"212","01/09/2017 00:00:00","1","31","319799,76"
"213","01/09/2017 00:00:00","1","32","142948,83"
"214","01/09/2017 00:00:00","1","33","117031,13"
"215","01/09/2017 00:00:00","1","34","157400,74"
"216","01/09/2017 00:00:00","1","35","412786,93"
"217","01/09/2017 00:00:00","1","37","388093,15"
"218","01/09/2017 00:00:00","1","38","159036,79"
"219","01/09/2017 00:00:00","1","39","331148,17"
"220","01/09/2017 00:00:00","1","40","142436,25"
"221","01/09/2017 00:00:00","1","43","4155356,85"
"222","01/09/2017 00:00:00","1","46","610883,83"
"223","01/09/2017 00:00:00","1","52","51399,14"
"224","01/09/2017 00:00:00","1","53","45979,14"
"225","01/09/2017 00:00:00","1","54","540,00"
"226","01/09/2017 00:00:00","1","56","455211,44"
"227","01/09/2017 00:00:00","1","57","26974,38"
"228","01/09/2017 00:00:00","1","60","424144,07"
"229","01/09/2017 00:00:00","1","61","41258,88"
"230","01/09/2017 00:00:00","1","62","33404,52"
"231","01/09/2017 00:00:00","1","63","50253,61"
"232","01/09/2017 00:00:00","1","65","7237,64"
"233","01/09/2017 00:00:00","1","66","6577,81"
"234","01/09/2017 00:00:00","1","67","3326,41"
"235","01/09/2017 00:00:00","1","68","2495,70"
"236","01/09/2017 00:00:00","1","69","729,70"
"237","01/09/2017 00:00:00","1","71","737,80"
"238","01/09/2017 00:00:00","1","72","3285,08"
"239","01/09/2017 00:00:00","1","73","4634,15"
"240","01/09/2017 00:00:00","1","74","3453,83"
"241","01/09/2017 00:00:00","1","76","16192,95"
"242","01/09/2017 00:00:00","1","77","9745,07"
"243","01/09/2017 00:00:00","1","78","3026,59"
"244","01/09/2017 00:00:00","1","80","11751,75"
"245","01/09/2017 00:00:00","1","81","7274,52"
"246","01/09/2017 00:00:00","1","82","749,37"
"247","01/09/2017 00:00:00","1","83","2619,47"
"248","01/09/2017 00:00:00","1","84","2320,35"
"249","01/09/2017 00:00:00","1","85","2094,31"
"250","01/09/2017 00:00:00","1","87","9658,74"
"251","01/09/2017 00:00:00","1","89","2749,74"
"252","01/09/2017 00:00:00","1","90","4223,41"
"253","01/09/2017 00:00:00","1","91","-3372,86"
"254","01/09/2017 00:00:00","1","92","5631,47"
"255","01/09/2017 00:00:00","1","94","130451,19"
"256","01/09/2017 00:00:00","1","96","123,00"
"257","01/09/2017 00:00:00","1","97","1512,00"
"258","01/09/2017 00:00:00","1","99","219500,00"
"259","01/09/2017 00:00:00","1","100","97590,92"
"260","01/09/2017 00:00:00","1","101","1529460,15"
"261","01/09/2017 00:00:00","2","52","54200,00"
"262","01/09/2017 00:00:00","2","53","59200,00"
"263","01/09/2017 00:00:00","2","54","600,00"
"264","01/09/2017 00:00:00","2","56","547700,00"
"265","01/09/2017 00:00:00","2","57","27100,00"
"266","01/09/2017 00:00:00","2","60","380900,00"
"267","01/09/2017 00:00:00","2","61","35380,00"
"268","01/09/2017 00:00:00","2","62","28110,00"
"269","01/09/2017 00:00:00","2","63","45000,00"
"270","01/09/2017 00:00:00","2","65","6270,00"
"271","01/09/2017 00:00:00","2","66","5780,00"
"272","01/09/2017 00:00:00","2","67","2930,00"
"273","01/09/2017 00:00:00","2","68","2360,00"
"274","01/09/2017 00:00:00","2","71","1140,00"
"275","01/09/2017 00:00:00","2","72","2540,00"
"276","01/09/2017 00:00:00","2","73","4620,00"
"277","01/09/2017 00:00:00","2","74","2980,00"
"278","01/09/2017 00:00:00","2","76","13650,00"
"279","01/09/2017 00:00:00","2","77","8460,00"
"280","01/09/2017 00:00:00","2","78","2720,00"
"281","01/09/2017 00:00:00","2","80","9750,00"
"282","01/09/2017 00:00:00","2","81","6300,00"
"283","01/09/2017 00:00:00","2","82","660,00"
"284","01/09/2017 00:00:00","2","83","2190,00"
"285","01/09/2017 00:00:00","2","84","1950,00"
"286","01/09/2017 00:00:00","2","85","1760,00"
"287","01/09/2017 00:00:00","2","87","8490,00"
"288","01/09/2017 00:00:00","2","101","1612500,00"
"289","01/10/2017 00:00:00","1","4","1488738,79"
"290","01/10/2017 00:00:00","1","6","2593939,94"
"291","01/10/2017 00:00:00","1","7","78143,20"
"292","01/10/2017 00:00:00","1","8","51876,82"
"293","01/10/2017 00:00:00","1","10","538024,00"
"294","01/10/2017 00:00:00","1","11","345147,00"
"295","01/10/2017 00:00:00","1","12","385066,51"
"296","01/10/2017 00:00:00","1","13","388473,06"
"297","01/10/2017 00:00:00","1","14","268001,09"
"298","01/10/2017 00:00:00","1","15","513049,62"
"299","01/10/2017 00:00:00","1","18","62531,21"
"300","01/10/2017 00:00:00","1","19","199257,40"
"301","01/10/2017 00:00:00","1","20","64342,51"
"302","01/10/2017 00:00:00","1","21","355713,39"
"303","01/10/2017 00:00:00","1","22","53470,52"
"304","01/10/2017 00:00:00","1","23","22178,97"
"305","01/10/2017 00:00:00","1","24","114923,38"
"306","01/10/2017 00:00:00","1","28","101391,07"
"307","01/10/2017 00:00:00","1","29","882033,19"
"308","01/10/2017 00:00:00","1","31","330998,70"
"309","01/10/2017 00:00:00","1","32","143020,46"
"310","01/10/2017 00:00:00","1","33","125274,61"
"311","01/10/2017 00:00:00","1","34","187733,43"
"312","01/10/2017 00:00:00","1","35","301954,94"
"313","01/10/2017 00:00:00","1","37","269708,62"
"314","01/10/2017 00:00:00","1","38","155450,05"
"315","01/10/2017 00:00:00","1","39","332060,32"
"316","01/10/2017 00:00:00","1","40","147964,25"
"317","01/10/2017 00:00:00","1","43","3775771,05"
"318","01/10/2017 00:00:00","1","46","668127,96"
"319","01/10/2017 00:00:00","1","52","35214,29"
"320","01/10/2017 00:00:00","1","53","18732,00"
"321","01/10/2017 00:00:00","1","54","201,99"
"322","01/10/2017 00:00:00","1","56","368881,64"
"323","01/10/2017 00:00:00","1","57","36959,84"
"324","01/10/2017 00:00:00","1","60","439101,28"
"325","01/10/2017 00:00:00","1","61","43445,92"
"326","01/10/2017 00:00:00","1","62","30677,86"
"327","01/10/2017 00:00:00","1","63","29391,29"
"328","01/10/2017 00:00:00","1","65","6685,22"
"329","01/10/2017 00:00:00","1","66","6076,85"
"330","01/10/2017 00:00:00","1","67","3120,77"
"331","01/10/2017 00:00:00","1","68","2338,47"
"332","01/10/2017 00:00:00","1","69","671,25"
"333","01/10/2017 00:00:00","1","71","805,39"
"334","01/10/2017 00:00:00","1","72","2257,16"
"335","01/10/2017 00:00:00","1","73","4472,87"
"336","01/10/2017 00:00:00","1","74","3237,38"
"337","01/10/2017 00:00:00","1","76","13309,51"
"338","01/10/2017 00:00:00","1","77","9770,80"
"339","01/10/2017 00:00:00","1","78","3014,13"
"340","01/10/2017 00:00:00","1","80","11577,14"
"341","01/10/2017 00:00:00","1","81","7165,28"
"342","01/10/2017 00:00:00","1","82","724,30"
"343","01/10/2017 00:00:00","1","83","2529,77"
"344","01/10/2017 00:00:00","1","84","2198,95"
"345","01/10/2017 00:00:00","1","85","2021,65"
"346","01/10/2017 00:00:00","1","87","9958,46"
"347","01/10/2017 00:00:00","1","89","2646,34"
"348","01/10/2017 00:00:00","1","90","4060,80"
"349","01/10/2017 00:00:00","1","91","-3242,39"
"350","01/10/2017 00:00:00","1","92","5418,17"
"351","01/10/2017 00:00:00","1","94","80152,83"
"352","01/10/2017 00:00:00","1","96","127,00"
"353","01/10/2017 00:00:00","1","97","1242,00"
"354","01/10/2017 00:00:00","1","99","219500,00"
"355","01/10/2017 00:00:00","1","100","101388,76"
"356","01/10/2017 00:00:00","1","101","1160748,52"
"357","01/10/2017 00:00:00","2","52","45800,00"
"358","01/10/2017 00:00:00","2","53","18200,00"
"359","01/10/2017 00:00:00","2","54","200,00"
"360","01/10/2017 00:00:00","2","56","457600,00"
"361","01/10/2017 00:00:00","2","57","37200,00"
"362","01/10/2017 00:00:00","2","60","402400,00"
"363","01/10/2017 00:00:00","2","61","38750,00"
"364","01/10/2017 00:00:00","2","62","26100,00"
"365","01/10/2017 00:00:00","2","63","61800,00"
"366","01/10/2017 00:00:00","2","65","5590,00"
"367","01/10/2017 00:00:00","2","66","5170,00"
"368","01/10/2017 00:00:00","2","67","2760,00"
"369","01/10/2017 00:00:00","2","68","2170,00"
"370","01/10/2017 00:00:00","2","71","1120,00"
"371","01/10/2017 00:00:00","2","72","3660,00"
"372","01/10/2017 00:00:00","2","73","4290,00"
"373","01/10/2017 00:00:00","2","74","2700,00"
"374","01/10/2017 00:00:00","2","76","17790,00"
"375","01/10/2017 00:00:00","2","77","8490,00"
"376","01/10/2017 00:00:00","2","78","2670,00"
"377","01/10/2017 00:00:00","2","80","10040,00"
"378","01/10/2017 00:00:00","2","81","6360,00"
"379","01/10/2017 00:00:00","2","82","650,00"
"380","01/10/2017 00:00:00","2","83","2410,00"
"381","01/10/2017 00:00:00","2","84","1950,00"
"382","01/10/2017 00:00:00","2","85","1770,00"
"383","01/10/2017 00:00:00","2","87","8740,00"
"384","01/10/2017 00:00:00","2","101","1302600,00"
"385","01/11/2017 00:00:00","1","4","4561547,39"
"386","01/11/2017 00:00:00","1","6","2990297,44"
"387","01/11/2017 00:00:00","1","7","96719,46"
"388","01/11/2017 00:00:00","1","8","59802,64"
"389","01/11/2017 00:00:00","1","10","1495532,00"
"390","01/11/2017 00:00:00","1","11","978385,00"
"391","01/11/2017 00:00:00","1","12","990394,14"
"392","01/11/2017 00:00:00","1","13","442372,18"
"393","01/11/2017 00:00:00","1","14","291780,89"
"394","01/11/2017 00:00:00","1","15","605966,80"
"395","01/11/2017 00:00:00","1","18","62531,21"
"396","01/11/2017 00:00:00","1","19","199257,40"
"397","01/11/2017 00:00:00","1","20","61057,83"
"398","01/11/2017 00:00:00","1","21","368337,17"
"399","01/11/2017 00:00:00","1","22","53541,79"
"400","01/11/2017 00:00:00","1","23","22126,09"
"401","01/11/2017 00:00:00","1","24","111861,66"
"402","01/11/2017 00:00:00","1","28","95089,09"
"403","01/11/2017 00:00:00","1","29","842883,39"
"404","01/11/2017 00:00:00","1","31","326949,69"
"405","01/11/2017 00:00:00","1","32","140454,16"
"406","01/11/2017 00:00:00","1","33","124097,49"
"407","01/11/2017 00:00:00","1","34","206111,15"
"408","01/11/2017 00:00:00","1","35","860692,72"
"409","01/11/2017 00:00:00","1","37","771911,73"
"410","01/11/2017 00:00:00","1","38","150969,75"
"411","01/11/2017 00:00:00","1","39","345828,76"
"412","01/11/2017 00:00:00","1","40","138768,92"
"413","01/11/2017 00:00:00","1","43","7411404,14"
"414","01/11/2017 00:00:00","1","46","1879298,65"
"415","01/11/2017 00:00:00","1","52","172803,66"
"416","01/11/2017 00:00:00","1","53","80353,47"
"417","01/11/2017 00:00:00","1","54","2463,95"
"418","01/11/2017 00:00:00","1","56","876332,38"
"419","01/11/2017 00:00:00","1","57","67604,24"
"420","01/11/2017 00:00:00","1","60","445634,39"
"421","01/11/2017 00:00:00","1","61","44974,48"
"422","01/11/2017 00:00:00","1","62","27573,24"
"423","01/11/2017 00:00:00","1","63","109117,47"
"424","01/11/2017 00:00:00","1","65","5932,57"
"425","01/11/2017 00:00:00","1","66","5389,38"
"426","01/11/2017 00:00:00","1","67","2807,99"
"427","01/11/2017 00:00:00","1","68","2109,40"
"428","01/11/2017 00:00:00","1","69","598,03"
"429","01/11/2017 00:00:00","1","71","808,01"
"430","01/11/2017 00:00:00","1","72","5022,53"
"431","01/11/2017 00:00:00","1","73","4164,83"
"432","01/11/2017 00:00:00","1","74","2957,11"
"433","01/11/2017 00:00:00","1","76","25406,66"
"434","01/11/2017 00:00:00","1","77","9453,56"
"435","01/11/2017 00:00:00","1","78","2994,83"
"436","01/11/2017 00:00:00","1","80","11455,51"
"437","01/11/2017 00:00:00","1","81","7090,34"
"438","01/11/2017 00:00:00","1","82","713,59"
"439","01/11/2017 00:00:00","1","83","2499,20"
"440","01/11/2017 00:00:00","1","84","2163,43"
"441","01/11/2017 00:00:00","1","85","1997,92"
"442","01/11/2017 00:00:00","1","87","9907,84"
"443","01/11/2017 00:00:00","1","89","2543,80"
"444","01/11/2017 00:00:00","1","90","3901,77"
"445","01/11/2017 00:00:00","1","91","-3114,56"
"446","01/11/2017 00:00:00","1","92","5207,14"
"447","01/11/2017 00:00:00","1","94","237108,72"
"448","01/11/2017 00:00:00","1","96","124,00"
"449","01/11/2017 00:00:00","1","97","2963,00"
"450","01/11/2017 00:00:00","1","99","292500,00"
"451","01/11/2017 00:00:00","1","100","97051,45"
"452","01/11/2017 00:00:00","1","101","3032267,49"
"453","01/11/2017 00:00:00","2","52","193100,00"
"454","01/11/2017 00:00:00","2","53","81800,00"
"455","01/11/2017 00:00:00","2","54","3300,00"
"456","01/11/2017 00:00:00","2","56","1080800,00"
"457","01/11/2017 00:00:00","2","57","73600,00"
"458","01/11/2017 00:00:00","2","60","402400,00"
"459","01/11/2017 00:00:00","2","61","38750,00"
"460","01/11/2017 00:00:00","2","62","26100,00"
"461","01/11/2017 00:00:00","2","63","61800,00"
"462","01/11/2017 00:00:00","2","65","5590,00"
"463","01/11/2017 00:00:00","2","66","5170,00"
"464","01/11/2017 00:00:00","2","67","2760,00"
"465","01/11/2017 00:00:00","2","68","2170,00"
"466","01/11/2017 00:00:00","2","71","1120,00"
"467","01/11/2017 00:00:00","2","72","3660,00"
"468","01/11/2017 00:00:00","2","73","4290,00"
"469","01/11/2017 00:00:00","2","74","2700,00"
"470","01/11/2017 00:00:00","2","76","17790,00"
"471","01/11/2017 00:00:00","2","77","8490,00"
"472","01/11/2017 00:00:00","2","78","2670,00"
"473","01/11/2017 00:00:00","2","80","10040,00"
"474","01/11/2017 00:00:00","2","81","6360,00"
"475","01/11/2017 00:00:00","2","82","650,00"
"476","01/11/2017 00:00:00","2","83","2410,00"
"477","01/11/2017 00:00:00","2","84","1950,00"
"478","01/11/2017 00:00:00","2","85","1770,00"
"479","01/11/2017 00:00:00","2","87","8740,00"
"480","01/11/2017 00:00:00","2","101","3339200,00"
"481","01/12/2017 00:00:00","1","4","3067144,30"
"482","01/12/2017 00:00:00","1","6","3308284,56"
"483","01/12/2017 00:00:00","1","7","103160,70"
"484","01/12/2017 00:00:00","1","8","66163,28"
"485","01/12/2017 00:00:00","1","10","1116030,00"
"486","01/12/2017 00:00:00","1","11","668935,00"
"487","01/12/2017 00:00:00","1","12","719049,49"
"488","01/12/2017 00:00:00","1","13","488241,78"
"489","01/12/2017 00:00:00","1","14","316800,21"
"490","01/12/2017 00:00:00","1","15","640465,85"
"491","01/12/2017 00:00:00","1","18","62531,21"
"492","01/12/2017 00:00:00","1","19","199257,40"
"493","01/12/2017 00:00:00","1","20","64785,67"
"494","01/12/2017 00:00:00","1","21","355110,06"
"495","01/12/2017 00:00:00","1","22","53565,79"
"496","01/12/2017 00:00:00","1","23","22031,97"
"497","01/12/2017 00:00:00","1","24","117992,21"
"498","01/12/2017 00:00:00","1","28","95879,33"
"499","01/12/2017 00:00:00","1","29","851859,07"
"500","01/12/2017 00:00:00","1","31","330318,43"
"501","01/12/2017 00:00:00","1","32","148119,30"
"502","01/12/2017 00:00:00","1","33","122379,20"
"503","01/12/2017 00:00:00","1","34","234289,53"
"504","01/12/2017 00:00:00","1","35","613663,04"
"505","01/12/2017 00:00:00","1","37","550906,34"
"506","01/12/2017 00:00:00","1","38","151884,37"
"507","01/12/2017 00:00:00","1","39","349035,04"
"508","01/12/2017 00:00:00","1","40","139921,30"
"509","01/12/2017 00:00:00","1","43","5117620,07"
"510","01/12/2017 00:00:00","1","46","2560501,70"
"511","01/12/2017 00:00:00","1","52","97794,03"
"512","01/12/2017 00:00:00","1","53","66352,44"
"513","01/12/2017 00:00:00","1","54","607,60"
"514","01/12/2017 00:00:00","1","56","619472,00"
"515","01/12/2017 00:00:00","1","57","42330,40"
"516","01/12/2017 00:00:00","1","60","447040,19"
"517","01/12/2017 00:00:00","1","61","44793,59"
"518","01/12/2017 00:00:00","1","62","32919,03"
"519","01/12/2017 00:00:00","1","63","70272,31"
"520","01/12/2017 00:00:00","1","65","7156,53"
"521","01/12/2017 00:00:00","1","66","6504,25"
"522","01/12/2017 00:00:00","1","67","3305,47"
"523","01/12/2017 00:00:00","1","68","2485,41"
"524","01/12/2017 00:00:00","1","69","717,67"
"525","01/12/2017 00:00:00","1","71","854,47"
"526","01/12/2017 00:00:00","1","72","5671,79"
"527","01/12/2017 00:00:00","1","73","4671,24"
"528","01/12/2017 00:00:00","1","74","3393,66"
"529","01/12/2017 00:00:00","1","76","22307,77"
"530","01/12/2017 00:00:00","1","77","9992,35"
"531","01/12/2017 00:00:00","1","78","3030,74"
"532","01/12/2017 00:00:00","1","80","11702,08"
"533","01/12/2017 00:00:00","1","81","7243,74"
"534","01/12/2017 00:00:00","1","82","732,31"
"535","01/12/2017 00:00:00","1","83","2558,74"
