"CurrencyKey","Date","AverageRate","EndOfDayRate"
"3","20/03/2018 00:00:00","1,000200","1,001101"
"3","21/03/2018 00:00:00","1,000700","1,000200"
"3","22/03/2018 00:00:00","1,000700","1,000801"
"3","23/03/2018 00:00:00","1,000700","0,999600"
"3","24/03/2018 00:00:00","1,000200","1,001101"
"3","25/03/2018 00:00:00","1,000200","1,000200"
"3","26/03/2018 00:00:00","1,000200","1,000801"
"3","27/03/2018 00:00:00","1,000200","0,999500"
"3","28/03/2018 00:00:00","1,006239","1,006441"
"3","29/03/2018 00:00:00","1,006239","1,006036"
"3","30/03/2018 00:00:00","1,006239","1,006340"
"3","31/03/2018 00:00:00","1,000200","0,999600"
"3","01/04/2018 00:00:00","1,000200","1,000801"
"3","02/04/2018 00:00:00","1,000200","0,999600"
"3","03/04/2018 00:00:00","1,000200","1,001201"
"3","04/04/2018 00:00:00","1,000801","0,999700"
"3","05/04/2018 00:00:00","1,000801","1,001101"
"3","06/04/2018 00:00:00","1,000801","0,999900"
"3","07/04/2018 00:00:00","1,000200","1,000200"
"3","08/04/2018 00:00:00","1,000100","0,999800"
"3","09/04/2018 00:00:00","1,000200","1,001101"
"3","10/04/2018 00:00:00","1,000200","0,999800"
"3","11/04/2018 00:00:00","1,000500","1,001302"
"3","12/04/2018 00:00:00","1,000500","0,999600"
"3","13/04/2018 00:00:00","1,000500","1,001101"
"3","14/04/2018 00:00:00","1,000100","0,999400"
"3","15/04/2018 00:00:00","1,000100","1,000400"
"3","16/04/2018 00:00:00","1,000200","0,999600"
"3","17/04/2018 00:00:00","1,000200","1,001101"
"3","18/04/2018 00:00:00","1,000500","1,000300"
"3","19/04/2018 00:00:00","1,000500","1,000901"
"3","20/04/2018 00:00:00","1,000500","1,000000"
"3","21/04/2018 00:00:00","1,000100","1,000400"
"3","22/04/2018 00:00:00","1,000100","0,999800"
"3","23/04/2018 00:00:00","1,000100","1,000100"
"3","24/04/2018 00:00:00","1,000100","0,999600"
"3","25/04/2018 00:00:00","1,000500","1,001302"
"3","26/04/2018 00:00:00","1,000500","0,999700"
"3","27/04/2018 00:00:00","1,000500","1,001402"
"3","28/04/2018 00:00:00","1,000200","0,999500"
"3","29/04/2018 00:00:00","1,000200","1,001101"
"3","30/04/2018 00:00:00","1,000200","0,999600"
"3","01/05/2018 00:00:00","1,000200","1,000300"
"3","02/05/2018 00:00:00","1,000500","0,999700"
"3","03/05/2018 00:00:00","1,000500","1,001101"
"3","04/05/2018 00:00:00","1,000500","1,000100"
"3","05/05/2018 00:00:00","1,000200","1,001101"
"3","06/05/2018 00:00:00","1,000200","0,999900"
"3","07/05/2018 00:00:00","1,000100","1,000300"
"3","08/05/2018 00:00:00","1,000200","0,999900"
"3","09/05/2018 00:00:00","1,000500","1,001201"
"3","10/05/2018 00:00:00","1,000500","0,999800"
"3","11/05/2018 00:00:00","1,000500","1,000700"
"3","12/05/2018 00:00:00","1,000100","1,000100"
"3","13/05/2018 00:00:00","1,000100","1,000901"
"3","14/05/2018 00:00:00","1,000100","0,999600"
"3","15/05/2018 00:00:00","1,000100","1,000300"
"3","16/05/2018 00:00:00","1,000500","0,999600"
"3","17/05/2018 00:00:00","1,000500","1,000901"
"3","18/05/2018 00:00:00","1,000500","0,999600"
"3","19/05/2018 00:00:00","1,000200","1,000700"
"3","20/05/2018 00:00:00","1,000200","1,000100"
"3","21/05/2018 00:00:00","1,000200","1,000200"
"3","22/05/2018 00:00:00","1,000200","0,999600"
"3","23/05/2018 00:00:00","1,000500","1,000700"
"3","24/05/2018 00:00:00","1,000500","0,999600"
"3","25/05/2018 00:00:00","1,000500","1,000500"
"3","26/05/2018 00:00:00","1,000200","0,999500"
"3","27/05/2018 00:00:00","1,000200","1,000700"
"3","28/05/2018 00:00:00","1,000200","0,999800"
"3","29/05/2018 00:00:00","1,000200","1,000500"
"3","30/05/2018 00:00:00","1,000500","1,000400"
"3","31/05/2018 00:00:00","1,000500","1,001001"
"3","01/06/2018 00:00:00","1,000500","1,000400"
"3","02/06/2018 00:00:00","1,000100","1,000500"
"3","03/06/2018 00:00:00","1,000100","0,999900"
"3","04/06/2018 00:00:00","1,001001","1,001001"
"3","05/06/2018 00:00:00","1,001001","1,000500"
"3","06/06/2018 00:00:00","1,001001","1,001502"
"3","07/06/2018 00:00:00","1,000400","0,999700"
"3","08/06/2018 00:00:00","1,000300","1,000801"
"3","09/06/2018 00:00:00","1,000200","0,999400"
"3","10/06/2018 00:00:00","1,000200","1,001001"
"3","11/06/2018 00:00:00","1,000200","0,999900"
"3","12/06/2018 00:00:00","1,000200","1,001001"
"3","13/06/2018 00:00:00","1,000801","1,000200"
"3","14/06/2018 00:00:00","1,000801","1,001101"
"3","15/06/2018 00:00:00","1,000801","0,999900"
"3","16/06/2018 00:00:00","1,000801","1,001302"
"3","17/06/2018 00:00:00","1,000200","0,999600"
"3","18/06/2018 00:00:00","1,000200","1,000200"
"3","19/06/2018 00:00:00","1,000200","0,999600"
"3","20/06/2018 00:00:00","1,000700","1,001402"
"3","21/06/2018 00:00:00","1,000700","0,999900"
"3","22/06/2018 00:00:00","1,000700","1,001703"
"3","23/06/2018 00:00:00","1,000200","0,999600"
"3","24/06/2018 00:00:00","1,000200","1,000901"
"3","25/06/2018 00:00:00","1,000200","0,999600"
"3","26/06/2018 00:00:00","1,000200","1,000200"
"3","27/06/2018 00:00:00","1,000700","0,999800"
"3","28/06/2018 00:00:00","1,000700","1,000901"
"3","29/06/2018 00:00:00","1,000700","0,999800"
"3","30/06/2018 00:00:00","1,000200","1,000300"
"3","01/07/2018 00:00:00","1,000200","0,999700"
"3","02/07/2018 00:00:00","1,000200","1,001001"
"3","03/07/2018 00:00:00","1,000200","0,999800"
"3","04/07/2018 00:00:00","1,000500","1,001402"
"3","05/07/2018 00:00:00","1,000500","1,000200"
"3","06/07/2018 00:00:00","1,000500","1,001502"
"3","07/07/2018 00:00:00","1,000200","0,999600"
"3","08/07/2018 00:00:00","1,000200","1,000901"
"3","09/07/2018 00:00:00","1,000200","0,999400"
"3","10/07/2018 00:00:00","1,000200","1,001101"
"3","11/07/2018 00:00:00","1,000801","0,999800"
"3","12/07/2018 00:00:00","1,000801","1,001001"
"3","13/07/2018 00:00:00","1,000801","1,000700"
"3","14/07/2018 00:00:00","1,000100","1,000300"
"3","15/07/2018 00:00:00","1,000100","0,999300"
"3","16/07/2018 00:00:00","1,000100","1,000300"
"3","17/07/2018 00:00:00","1,000200","0,999700"
"3","18/07/2018 00:00:00","1,000500","1,001101"
"3","19/07/2018 00:00:00","1,000500","0,999800"
"3","20/07/2018 00:00:00","1,000500","1,000801"
"3","21/07/2018 00:00:00","1,000200","0,999400"
"3","22/07/2018 00:00:00","1,000200","1,001101"
"3","23/07/2018 00:00:00","1,000200","1,000200"
"3","24/07/2018 00:00:00","1,000200","1,001201"
"3","25/07/2018 00:00:00","1,000200","1,000000"
"3","26/07/2018 00:00:00","1,000200","1,000200"
"3","27/07/2018 00:00:00","1,000200","0,999400"
"3","28/07/2018 00:00:00","1,000200","1,000901"
"3","29/07/2018 00:00:00","1,000200","0,999600"
"3","30/07/2018 00:00:00","1,000200","1,000700"
"3","31/07/2018 00:00:00","1,000200","0,999600"
"3","01/08/2018 00:00:00","1,000901","1,001302"
"3","02/08/2018 00:00:00","1,000901","1,000200"
"3","03/08/2018 00:00:00","1,000901","1,001101"
"3","04/08/2018 00:00:00","1,000901","1,000300"
"3","05/08/2018 00:00:00","1,000200","1,000500"
"3","06/08/2018 00:00:00","1,000200","0,999400"
"3","07/08/2018 00:00:00","1,000200","1,000300"
"3","08/08/2018 00:00:00","1,000500","1,000200"
"3","09/08/2018 00:00:00","1,000500","1,001201"
"3","10/08/2018 00:00:00","1,000500","0,999600"
"3","11/08/2018 00:00:00","1,000200","1,000700"
"3","12/08/2018 00:00:00","1,000200","0,999600"
"3","13/08/2018 00:00:00","1,000200","1,000700"
"3","14/08/2018 00:00:00","1,000200","0,999900"
"3","15/08/2018 00:00:00","1,000500","1,000801"
"3","16/08/2018 00:00:00","1,000500","0,999900"
"3","17/08/2018 00:00:00","1,000400","1,000901"
"3","18/08/2018 00:00:00","1,000400","0,999700"
"3","19/08/2018 00:00:00","1,000200","1,000200"
"3","20/08/2018 00:00:00","1,000200","0,999400"
"3","21/08/2018 00:00:00","1,000200","1,001001"
"3","22/08/2018 00:00:00","1,000500","1,000400"
"3","23/08/2018 00:00:00","1,000500","1,000500"
"3","24/08/2018 00:00:00","1,000500","1,000200"
"3","25/08/2018 00:00:00","1,000200","1,001001"
"3","26/08/2018 00:00:00","1,000200","0,999600"
"3","27/08/2018 00:00:00","1,000200","1,001101"
"3","28/08/2018 00:00:00","1,000200","1,000100"
"3","29/08/2018 00:00:00","1,000700","1,001302"
"3","30/08/2018 00:00:00","1,000700","1,000400"
"3","31/08/2018 00:00:00","1,000700","1,001201"
"3","01/09/2018 00:00:00","1,000200","1,000000"
"3","02/09/2018 00:00:00","1,000200","1,001201"
"3","03/09/2018 00:00:00","1,000200","1,000000"
"3","04/09/2018 00:00:00","1,000200","1,000700"
"3","05/09/2018 00:00:00","1,000700","0,999800"
"3","06/09/2018 00:00:00","1,000700","1,001502"
"3","07/09/2018 00:00:00","1,000700","0,999900"
"3","08/09/2018 00:00:00","1,000200","1,001101"
"3","09/09/2018 00:00:00","1,000200","0,999700"
"3","10/09/2018 00:00:00","1,000200","1,000300"
"3","11/09/2018 00:00:00","1,000200","0,999500"
"3","12/09/2018 00:00:00","1,000500","1,000901"
"3","13/09/2018 00:00:00","1,000500","1,000000"
"3","14/09/2018 00:00:00","1,000500","1,001001"
"3","15/09/2018 00:00:00","1,000200","0,999600"
"3","16/09/2018 00:00:00","1,000200","1,001001"
"3","17/09/2018 00:00:00","1,000200","0,999500"
"3","18/09/2018 00:00:00","1,000200","1,000801"
"3","19/09/2018 00:00:00","1,000500","0,999700"
"3","20/09/2018 00:00:00","1,000500","1,000500"
"3","21/09/2018 00:00:00","1,000500","0,999900"
"3","22/09/2018 00:00:00","1,000200","1,001001"
"3","23/09/2018 00:00:00","1,000100","0,999800"
"3","24/09/2018 00:00:00","1,000200","1,001101"
"3","25/09/2018 00:00:00","1,000200","0,999900"
"3","26/09/2018 00:00:00","1,000500","1,001001"
"3","27/09/2018 00:00:00","1,000500","0,999700"
"3","28/09/2018 00:00:00","1,000500","1,001101"
"3","29/09/2018 00:00:00","1,000200","0,999600"
"3","30/09/2018 00:00:00","1,000200","1,000300"
"3","01/10/2018 00:00:00","1,000200","0,999400"
"3","02/10/2018 00:00:00","1,000200","1,000200"
"3","03/10/2018 00:00:00","1,000801","1,000000"
"3","04/10/2018 00:00:00","1,000801","1,000901"
"3","05/10/2018 00:00:00","1,000801","1,000000"
"3","06/10/2018 00:00:00","1,000801","1,001302"
"3","07/10/2018 00:00:00","1,000200","1,000200"
"3","08/10/2018 00:00:00","1,000200","1,000801"
"3","09/10/2018 00:00:00","1,000200","0,999900"
"3","10/10/2018 00:00:00","1,000700","1,001001"
"3","11/10/2018 00:00:00","1,000700","1,000300"
"3","12/10/2018 00:00:00","1,000700","1,000901"
"3","13/10/2018 00:00:00","1,000200","1,000000"
"3","14/10/2018 00:00:00","1,000200","1,000700"
"3","15/10/2018 00:00:00","1,000200","0,999900"
"3","16/10/2018 00:00:00","1,000200","1,000500"
"3","17/10/2018 00:00:00","1,000901","1,000901"
"3","18/10/2018 00:00:00","1,000901","1,001201"
"3","19/10/2018 00:00:00","1,000901","1,000700"
"3","20/10/2018 00:00:00","1,000200","1,000200"
"3","21/10/2018 00:00:00","1,000200","0,999600"
"3","22/10/2018 00:00:00","1,000200","1,000801"
"3","23/10/2018 00:00:00","1,000200","0,999800"
"3","24/10/2018 00:00:00","1,000700","1,000801"
"3","25/10/2018 00:00:00","1,000700","1,000400"
"3","26/10/2018 00:00:00","1,000700","1,000700"
"3","27/10/2018 00:00:00","1,000200","0,999600"
"3","28/10/2018 00:00:00","1,000200","1,000300"
"3","29/10/2018 00:00:00","1,000200","0,999300"
"3","30/10/2018 00:00:00","1,000200","1,001001"
"3","31/10/2018 00:00:00","1,000700","1,000700"
"3","01/11/2018 00:00:00","1,000700","1,000801"
"3","02/11/2018 00:00:00","1,000700","1,000400"
"3","03/11/2018 00:00:00","1,000200","1,000801"
"3","04/11/2018 00:00:00","1,000200","0,999800"
"3","05/11/2018 00:00:00","1,000200","1,000300"
"3","06/11/2018 00:00:00","1,000200","0,999800"
"3","07/11/2018 00:00:00","1,000700","1,000801"
"3","08/11/2018 00:00:00","1,000700","1,000100"
"3","09/11/2018 00:00:00","1,000700","1,001402"
"3","10/11/2018 00:00:00","1,000200","1,000100"
"3","11/11/2018 00:00:00","1,000200","1,000500"
"3","12/11/2018 00:00:00","1,000200","1,000000"
"3","13/11/2018 00:00:00","1,000000","1,000700"
"3","14/11/2018 00:00:00","1,000000","0,999900"
"3","15/11/2018 00:00:00","1,000000","1,000100"
"3","16/11/2018 00:00:00","1,000000","0,999600"
"3","17/11/2018 00:00:00","1,000200","1,000200"
"3","18/11/2018 00:00:00","1,000200","0,999500"
"3","19/11/2018 00:00:00","1,000200","1,000801"
"3","20/11/2018 00:00:00","1,000200","0,999600"
"3","21/11/2018 00:00:00","1,000901","1,001201"
"3","22/11/2018 00:00:00","1,000901","1,000500"
"3","23/11/2018 00:00:00","1,000901","1,001302"
"3","24/11/2018 00:00:00","1,000200","0,999900"
"3","25/11/2018 00:00:00","1,000200","1,001001"
"3","26/11/2018 00:00:00","1,000200","0,999600"
"3","27/11/2018 00:00:00","1,000200","1,001201"
"3","28/11/2018 00:00:00","1,000901","0,999900"
"3","29/11/2018 00:00:00","1,000901","1,001703"
"3","30/11/2018 00:00:00","1,000901","1,000300"
"3","01/12/2018 00:00:00","1,000901","1,001502"
"3","02/12/2018 00:00:00","1,000200","0,999400"
"3","03/12/2018 00:00:00","1,000200","1,000300"
"3","04/12/2018 00:00:00","1,000200","0,999300"
"3","05/12/2018 00:00:00","1,000700","1,001001"
"3","06/12/2018 00:00:00","1,000700","1,000400"
"3","07/12/2018 00:00:00","1,000700","1,001302"
"3","08/12/2018 00:00:00","1,000200","0,999900"
"3","09/12/2018 00:00:00","1,000200","1,001001"
"3","10/12/2018 00:00:00","1,000200","0,999500"
"3","11/12/2018 00:00:00","1,000200","1,000300"
"3","12/12/2018 00:00:00","1,000700","1,000700"
"3","13/12/2018 00:00:00","1,000700","1,001402"
"3","14/12/2018 00:00:00","1,000700","1,000500"
"3","15/12/2018 00:00:00","1,000200","1,001001"
"3","16/12/2018 00:00:00","1,000200","0,999300"
"3","17/12/2018 00:00:00","1,000200","1,000200"
"3","18/12/2018 00:00:00","1,000200","0,999500"
"3","19/12/2018 00:00:00","1,001001","1,001703"
"3","20/12/2018 00:00:00","1,001001","1,000500"
"3","21/12/2018 00:00:00","1,001001","1,001302"
"3","22/12/2018 00:00:00","1,001001","1,000100"
"3","23/12/2018 00:00:00","1,000300","1,000500"
"3","24/12/2018 00:00:00","1,000300","0,999900"
"3","25/12/2018 00:00:00","1,000400","1,001201"
"3","26/12/2018 00:00:00","1,000801","1,000000"
"3","27/12/2018 00:00:00","1,000801","1,001502"
"3","28/12/2018 00:00:00","1,000801","1,000500"
"3","29/12/2018 00:00:00","1,000200","1,000500"
"3","30/12/2018 00:00:00","1,000200","1,000200"
"3","31/12/2018 00:00:00","1,000200","1,000901"
"3","01/01/2019 00:00:00","1,000200","1,000100"
"3","02/01/2019 00:00:00","1,000500","1,001001"
"3","03/01/2019 00:00:00","1,000500","0,999800"
"3","04/01/2019 00:00:00","1,000500","1,001402"
"3","05/01/2019 00:00:00","1,000200","0,999800"
"3","06/01/2019 00:00:00","1,000200","1,000801"
"3","07/01/2019 00:00:00","1,000400","0,999600"
"3","08/01/2019 00:00:00","1,000901","1,001703"
"3","09/01/2019 00:00:00","1,000901","1,000500"
"3","10/01/2019 00:00:00","1,000901","1,001803"
"3","11/01/2019 00:00:00","1,000901","1,000700"
"3","12/01/2019 00:00:00","1,000200","1,000801"
"3","13/01/2019 00:00:00","1,000200","1,000000"
"3","14/01/2019 00:00:00","1,000200","1,001001"
"3","15/01/2019 00:00:00","1,000200","1,000000"
"3","16/01/2019 00:00:00","1,000700","1,000801"
"3","17/01/2019 00:00:00","1,000700","0,999700"
"3","18/01/2019 00:00:00","1,000700","1,001201"
"3","19/01/2019 00:00:00","1,000200","0,999700"
"3","20/01/2019 00:00:00","1,000200","1,000400"
"3","21/01/2019 00:00:00","1,000300","1,000100"
"3","22/01/2019 00:00:00","1,000300","1,001302"
"3","23/01/2019 00:00:00","1,000300","1,000300"
"3","24/01/2019 00:00:00","1,000300","1,001201"
"3","25/01/2019 00:00:00","1,000300","0,999600"
"3","26/01/2019 00:00:00","1,000300","1,001001"
"3","27/01/2019 00:00:00","1,000300","0,999500"
"3","28/01/2019 00:00:00","1,000300","1,001302"
"3","29/01/2019 00:00:00","1,000400","0,999600"
"3","30/01/2019 00:00:00","1,001101","1,002004"
"3","31/01/2019 00:00:00","1,001101","1,000801"
"3","01/02/2019 00:00:00","1,001101","1,001302"
"3","02/02/2019 00:00:00","1,000400","1,000300"
"3","03/02/2019 00:00:00","1,000300","1,001302"
"3","04/02/2019 00:00:00","1,000300","1,000300"
"3","05/02/2019 00:00:00","1,000300","1,000901"
"3","06/02/2019 00:00:00","1,001101","1,001001"
"3","07/02/2019 00:00:00","1,001101","1,001502"
"3","08/02/2019 00:00:00","1,001101","1,000400"
"3","09/02/2019 00:00:00","1,001101","1,001904"
"3","10/02/2019 00:00:00","1,000300","1,000200"
"3","11/02/2019 00:00:00","1,000300","1,000901"
"3","12/02/2019 00:00:00","1,001703","1,001502"
"3","13/02/2019 00:00:00","1,001703","1,002707"
"3","14/02/2019 00:00:00","1,001703","1,001001"
"3","15/02/2019 00:00:00","1,001703","1,001803"
"3","16/02/2019 00:00:00","1,001703","1,000700"
"3","17/02/2019 00:00:00","1,000300","1,000901"
"3","18/02/2019 00:00:00","1,000300","1,000200"
"3","19/02/2019 00:00:00","1,000200","1,001001"
"3","20/02/2019 00:00:00","1,000801","0,999900"
"3","21/02/2019 00:00:00","1,000801","1,001001"
"3","22/02/2019 00:00:00","1,000801","1,000700"
"3","23/02/2019 00:00:00","1,000200","1,000500"
"3","24/02/2019 00:00:00","1,000200","0,999600"
"3","25/02/2019 00:00:00","1,000200","1,000700"
"3","26/02/2019 00:00:00","1,000200","1,000000"
"3","27/02/2019 00:00:00","1,000901","1,001201"
"3","28/02/2019 00:00:00","1,000901","1,000500"
"3","01/03/2019 00:00:00","1,000200","0,999300"
"3","02/03/2019 00:00:00","1,000200","1,000400"
"3","03/03/2019 00:00:00","1,000200","0,999900"
"3","04/03/2019 00:00:00","1,000200","1,000400"
"3","05/03/2019 00:00:00","1,000500","1,000200"
"3","06/03/2019 00:00:00","1,000500","1,001101"
"3","07/03/2019 00:00:00","1,000500","1,000100"
"3","08/03/2019 00:00:00","1,000200","1,000200"
"3","09/03/2019 00:00:00","1,000200","0,999600"
"3","10/03/2019 00:00:00","1,000200","1,001001"
"3","11/03/2019 00:00:00","1,000200","0,999800"
"3","12/03/2019 00:00:00","1,000500","1,000901"
"3","13/03/2019 00:00:00","1,000500","1,000100"
"3","14/03/2019 00:00:00","1,000500","1,001201"
"3","15/03/2019 00:00:00","1,000200","0,999400"
"3","16/03/2019 00:00:00","1,000100","1,000400"
"3","17/03/2019 00:00:00","1,000100","0,999600"
"3","18/03/2019 00:00:00","1,000100","1,000200"
"3","19/03/2019 00:00:00","1,000500","0,999600"
"3","20/03/2019 00:00:00","1,000500","1,001302"
"3","21/03/2019 00:00:00","1,000500","1,000200"
"3","22/03/2019 00:00:00","1,000100","1,000901"
"3","23/03/2019 00:00:00","1,000100","0,999600"
"3","24/03/2019 00:00:00","1,000100","1,000801"
"3","25/03/2019 00:00:00","1,000100","0,999300"
"3","26/03/2019 00:00:00","1,000400","1,000801"
"3","27/03/2019 00:00:00","1,000400","0,999600"
"3","28/03/2019 00:00:00","1,000400","1,001001"
"3","29/03/2019 00:00:00","1,000100","0,999600"
"3","30/03/2019 00:00:00","1,000100","1,001001"
"3","31/03/2019 00:00:00","1,000100","0,999700"
"3","01/04/2019 00:00:00","1,000100","1,000700"
"3","02/04/2019 00:00:00","1,000500","0,999800"
"3","03/04/2019 00:00:00","1,000500","1,001502"
"3","04/04/2019 00:00:00","1,000500","1,000300"
"3","05/04/2019 00:00:00","1,000100","1,000801"
"3","06/04/2019 00:00:00","1,000100","0,999600"
"3","07/04/2019 00:00:00","1,000100","1,000801"
"3","08/04/2019 00:00:00","1,000100","0,999900"
"3","09/04/2019 00:00:00","1,000400","1,000700"
"3","10/04/2019 00:00:00","1,000400","0,999600"
"3","11/04/2019 00:00:00","1,000400","1,000500"
"3","12/04/2019 00:00:00","1,000100","1,000000"
"3","13/04/2019 00:00:00","1,000100","1,000200"
"3","14/04/2019 00:00:00","1,000100","0,999700"
"3","15/04/2019 00:00:00","1,000100","1,000300"
"3","16/04/2019 00:00:00","1,000400","1,000200"
"3","17/04/2019 00:00:00","1,000400","1,001001"
"3","18/04/2019 00:00:00","1,000400","1,000300"
"3","19/04/2019 00:00:00","1,000100","1,000801"
"3","20/04/2019 00:00:00","1,000100","0,999400"
"3","21/04/2019 00:00:00","1,000100","1,000801"
"3","22/04/2019 00:00:00","1,000100","0,999700"
"3","23/04/2019 00:00:00","1,000400","1,001201"
"3","24/04/2019 00:00:00","1,000400","0,999700"
"3","25/04/2019 00:00:00","1,000400","1,000700"
"3","26/04/2019 00:00:00","1,000100","0,999600"
"3","27/04/2019 00:00:00","1,000100","1,000200"
"3","28/04/2019 00:00:00","1,000200","0,999800"
"3","29/04/2019 00:00:00","1,000100","1,001001"
"3","30/04/2019 00:00:00","0,999400","0,998801"
"3","01/05/2019 00:00:00","0,999400","0,999500"
"3","02/05/2019 00:00:00","0,999400","0,998901"
"3","03/05/2019 00:00:00","0,999500","1,000000"
"3","04/05/2019 00:00:00","1,000100","0,999600"
"3","05/05/2019 00:00:00","1,000300","1,000400"
"3","06/05/2019 00:00:00","1,000200","0,999600"
"3","07/05/2019 00:00:00","1,001001","1,001302"
"3","08/05/2019 00:00:00","1,001001","1,000901"
"3","09/05/2019 00:00:00","1,001001","1,001803"
"3","10/05/2019 00:00:00","1,000200","1,000200"
"3","11/05/2019 00:00:00","1,000300","1,000901"
"3","12/05/2019 00:00:00","1,000200","0,999900"
"3","13/05/2019 00:00:00","1,000400","1,000901"
"3","14/05/2019 00:00:00","1,001502","1,000700"
"3","15/05/2019 00:00:00","1,001502","1,001703"
"3","16/05/2019 00:00:00","1,001402","1,000901"
"3","17/05/2019 00:00:00","1,001402","1,002305"
"3","18/05/2019 00:00:00","1,000300","0,999400"
"3","19/05/2019 00:00:00","1,000400","1,000700"
"3","20/05/2019 00:00:00","1,000200","1,000000"
"3","21/05/2019 00:00:00","1,000500","1,001402"
"3","22/05/2019 00:00:00","1,000500","0,999600"
"3","23/05/2019 00:00:00","1,000500","1,001201"
"3","24/05/2019 00:00:00","1,000200","0,999400"
"3","25/05/2019 00:00:00","1,000200","1,000801"
"3","26/05/2019 00:00:00","1,001001","1,000700"
"3","27/05/2019 00:00:00","1,001001","1,001101"
"3","28/05/2019 00:00:00","1,001001","1,000000"
"3","29/05/2019 00:00:00","1,001001","1,001001"
"3","30/05/2019 00:00:00","1,001001","1,000000"
"3","31/05/2019 00:00:00","1,000300","1,000700"
